chrom,chromStart,chromEnd,name,snplistName,population,numVariants,numIndices,numEntries,info
1,20110062,22020160,1kg_chr1_20110062_22020160.EAS.edgelist,1kg_chr1_20110062_22020160.snplist,EAS,11360,3836,37625,""
1,20110062,22020160,1kg_chr1_20110062_22020160.EUR.edgelist,1kg_chr1_20110062_22020160.snplist,EUR,11360,4878,54815,""
1,20110062,22020160,1kg_chr1_20110062_22020160.SAS.edgelist,1kg_chr1_20110062_22020160.snplist,SAS,11360,4884,50713,""
1,22020160,24199848,1kg_chr1_22020160_24199848.AFR.edgelist,1kg_chr1_22020160_24199848.snplist,AFR,14151,9297,99583,""
1,22020160,24199848,1kg_chr1_22020160_24199848.SAS.edgelist,1kg_chr1_22020160_24199848.snplist,SAS,14151,5337,51258,""
1,22020160,24199848,1kg_chr1_22020160_24199848.EUR.edgelist,1kg_chr1_22020160_24199848.snplist,EUR,14151,5243,51640,""
1,22020160,24199848,1kg_chr1_22020160_24199848.EAS.edgelist,1kg_chr1_22020160_24199848.snplist,EAS,14151,4541,39918,""
1,22020160,24199848,1kg_chr1_22020160_24199848.AMR.edgelist,1kg_chr1_22020160_24199848.snplist,AMR,14151,6234,66226,""
1,24199848,26390306,1kg_chr1_24199848_26390306.AMR.edgelist,1kg_chr1_24199848_26390306.snplist,AMR,12987,6028,63747,""
1,24199848,26390306,1kg_chr1_24199848_26390306.EUR.edgelist,1kg_chr1_24199848_26390306.snplist,EUR,12987,4617,42961,""
1,24199848,26390306,1kg_chr1_24199848_26390306.EAS.edgelist,1kg_chr1_24199848_26390306.snplist,EAS,12987,4211,36316,""
1,24199848,26390306,1kg_chr1_24199848_26390306.AFR.edgelist,1kg_chr1_24199848_26390306.snplist,AFR,12987,9096,99301,""
1,24199848,26390306,1kg_chr1_24199848_26390306.SAS.edgelist,1kg_chr1_24199848_26390306.snplist,SAS,12987,4760,42932,""
1,26390306,29689521,1kg_chr1_26390306_29689521.SAS.edgelist,1kg_chr1_26390306_29689521.snplist,SAS,16813,5651,49366,""
1,26390306,29689521,1kg_chr1_26390306_29689521.AFR.edgelist,1kg_chr1_26390306_29689521.snplist,AFR,16813,10576,115479,""
1,26390306,29689521,1kg_chr1_26390306_29689521.EAS.edgelist,1kg_chr1_26390306_29689521.snplist,EAS,16813,4578,37387,""
1,26390306,29689521,1kg_chr1_26390306_29689521.EUR.edgelist,1kg_chr1_26390306_29689521.snplist,EUR,16813,5966,56671,""
1,26390306,29689521,1kg_chr1_26390306_29689521.AMR.edgelist,1kg_chr1_26390306_29689521.snplist,AMR,16813,7131,75339,""
1,29689521,31147701,1kg_chr1_29689521_31147701.AFR.edgelist,1kg_chr1_29689521_31147701.snplist,AFR,10829,7213,75786,""
1,29689521,31147701,1kg_chr1_29689521_31147701.AMR.edgelist,1kg_chr1_29689521_31147701.snplist,AMR,10829,4902,52515,""
1,29689521,31147701,1kg_chr1_29689521_31147701.EAS.edgelist,1kg_chr1_29689521_31147701.snplist,EAS,10829,4210,39498,""
1,29689521,31147701,1kg_chr1_29689521_31147701.EUR.edgelist,1kg_chr1_29689521_31147701.snplist,EUR,10829,4059,40158,""
1,29689521,31147701,1kg_chr1_29689521_31147701.SAS.edgelist,1kg_chr1_29689521_31147701.snplist,SAS,10829,4177,39759,""
1,31147701,34333501,1kg_chr1_31147701_34333501.EAS.edgelist,1kg_chr1_31147701_34333501.snplist,EAS,18759,6270,57858,""
1,31147701,34333501,1kg_chr1_31147701_34333501.SAS.edgelist,1kg_chr1_31147701_34333501.snplist,SAS,18759,6872,63500,""
1,31147701,34333501,1kg_chr1_31147701_34333501.AFR.edgelist,1kg_chr1_31147701_34333501.snplist,AFR,18759,11694,125131,""
1,31147701,34333501,1kg_chr1_31147701_34333501.AMR.edgelist,1kg_chr1_31147701_34333501.snplist,AMR,18759,7647,80523,""
1,31147701,34333501,1kg_chr1_31147701_34333501.EUR.edgelist,1kg_chr1_31147701_34333501.snplist,EUR,18759,6393,61142,""
1,34333501,36392266,1kg_chr1_34333501_36392266.AMR.edgelist,1kg_chr1_34333501_36392266.snplist,AMR,11818,4619,52220,""
1,34333501,36392266,1kg_chr1_34333501_36392266.EUR.edgelist,1kg_chr1_34333501_36392266.snplist,EUR,11818,3607,35627,""
1,34333501,36392266,1kg_chr1_34333501_36392266.EAS.edgelist,1kg_chr1_34333501_36392266.snplist,EAS,11818,3573,33693,""
1,34333501,36392266,1kg_chr1_34333501_36392266.AFR.edgelist,1kg_chr1_34333501_36392266.snplist,AFR,11818,7632,86586,""
1,34333501,36392266,1kg_chr1_34333501_36392266.SAS.edgelist,1kg_chr1_34333501_36392266.snplist,SAS,11818,4399,44233,""
1,36392266,38584346,1kg_chr1_36392266_38584346.AFR.edgelist,1kg_chr1_36392266_38584346.snplist,AFR,14253,9142,89408,""
1,36392266,38584346,1kg_chr1_36392266_38584346.EUR.edgelist,1kg_chr1_36392266_38584346.snplist,EUR,14253,5236,46134,""
1,36392266,38584346,1kg_chr1_36392266_38584346.AMR.edgelist,1kg_chr1_36392266_38584346.snplist,AMR,14253,6116,58658,""
1,36392266,38584346,1kg_chr1_36392266_38584346.SAS.edgelist,1kg_chr1_36392266_38584346.snplist,SAS,14253,5619,49541,""
1,36392266,38584346,1kg_chr1_36392266_38584346.EAS.edgelist,1kg_chr1_36392266_38584346.snplist,EAS,14253,4934,41025,""
1,38584346,39734696,1kg_chr1_38584346_39734696.AFR.edgelist,1kg_chr1_38584346_39734696.snplist,AFR,6162,3896,39603,""
1,38584346,39734696,1kg_chr1_38584346_39734696.AMR.edgelist,1kg_chr1_38584346_39734696.snplist,AMR,6162,2991,33956,""
1,38584346,39734696,1kg_chr1_38584346_39734696.EAS.edgelist,1kg_chr1_38584346_39734696.snplist,EAS,6162,2100,19377,""
1,38584346,39734696,1kg_chr1_38584346_39734696.EUR.edgelist,1kg_chr1_38584346_39734696.snplist,EUR,6162,2559,27637,""
1,38584346,39734696,1kg_chr1_38584346_39734696.SAS.edgelist,1kg_chr1_38584346_39734696.snplist,SAS,6162,2682,27485,""
1,39734696,41508813,1kg_chr1_39734696_41508813.SAS.edgelist,1kg_chr1_39734696_41508813.snplist,SAS,11620,4605,46741,""
1,39734696,41508813,1kg_chr1_39734696_41508813.AMR.edgelist,1kg_chr1_39734696_41508813.snplist,AMR,11620,4954,54600,""
1,39734696,41508813,1kg_chr1_39734696_41508813.EUR.edgelist,1kg_chr1_39734696_41508813.snplist,EUR,11620,4510,47482,""
1,39734696,41508813,1kg_chr1_39734696_41508813.AFR.edgelist,1kg_chr1_39734696_41508813.snplist,AFR,11620,6746,70509,""
1,39734696,41508813,1kg_chr1_39734696_41508813.EAS.edgelist,1kg_chr1_39734696_41508813.snplist,EAS,11620,4318,42784,""
1,41508813,44020567,1kg_chr1_41508813_44020567.EAS.edgelist,1kg_chr1_41508813_44020567.snplist,EAS,15201,4575,43230,""
1,41508813,44020567,1kg_chr1_41508813_44020567.AMR.edgelist,1kg_chr1_41508813_44020567.snplist,AMR,15201,5676,63287,""
1,41508813,44020567,1kg_chr1_41508813_44020567.SAS.edgelist,1kg_chr1_41508813_44020567.snplist,SAS,15201,5339,53541,""
1,41508813,44020567,1kg_chr1_41508813_44020567.AFR.edgelist,1kg_chr1_41508813_44020567.snplist,AFR,15201,9648,111624,""
1,41508813,44020567,1kg_chr1_41508813_44020567.EUR.edgelist,1kg_chr1_41508813_44020567.snplist,EUR,15201,5162,52863,""
1,44020567,47757518,1kg_chr1_44020567_47757518.AMR.edgelist,1kg_chr1_44020567_47757518.snplist,AMR,21837,8669,97559,""
1,44020567,47757518,1kg_chr1_44020567_47757518.AFR.edgelist,1kg_chr1_44020567_47757518.snplist,AFR,21837,12607,93522,""
1,44020567,47757518,1kg_chr1_44020567_47757518.SAS.edgelist,1kg_chr1_44020567_47757518.snplist,SAS,21837,8259,85864,""
1,44020567,47757518,1kg_chr1_44020567_47757518.EUR.edgelist,1kg_chr1_44020567_47757518.snplist,EUR,21837,7363,78745,""
1,44020567,47757518,1kg_chr1_44020567_47757518.EAS.edgelist,1kg_chr1_44020567_47757518.snplist,EAS,21837,7473,76344,""
1,47757518,50179506,1kg_chr1_47757518_50179506.EUR.edgelist,1kg_chr1_47757518_50179506.snplist,EUR,12345,3911,42715,""
1,47757518,50179506,1kg_chr1_47757518_50179506.AFR.edgelist,1kg_chr1_47757518_50179506.snplist,AFR,12345,6663,81326,""
1,47757518,50179506,1kg_chr1_47757518_50179506.AMR.edgelist,1kg_chr1_47757518_50179506.snplist,AMR,12345,4705,56279,""
1,47757518,50179506,1kg_chr1_47757518_50179506.EAS.edgelist,1kg_chr1_47757518_50179506.snplist,EAS,12345,3786,39214,""
1,47757518,50179506,1kg_chr1_47757518_50179506.SAS.edgelist,1kg_chr1_47757518_50179506.snplist,SAS,12345,4826,62036,""
1,50179506,54277735,1kg_chr1_50179506_54277735.AFR.edgelist,1kg_chr1_50179506_54277735.snplist,AFR,23629,14057,109057,""
1,50179506,54277735,1kg_chr1_50179506_54277735.EUR.edgelist,1kg_chr1_50179506_54277735.snplist,EUR,23629,7452,71886,""
1,50179506,54277735,1kg_chr1_50179506_54277735.EAS.edgelist,1kg_chr1_50179506_54277735.snplist,EAS,23629,6533,59605,""
1,50179506,54277735,1kg_chr1_50179506_54277735.AMR.edgelist,1kg_chr1_50179506_54277735.snplist,AMR,23629,8592,93963,""
1,50179506,54277735,1kg_chr1_50179506_54277735.SAS.edgelist,1kg_chr1_50179506_54277735.snplist,SAS,23629,7925,77662,""
1,54277735,55031463,1kg_chr1_54277735_55031463.SAS.edgelist,1kg_chr1_54277735_55031463.snplist,SAS,6053,2768,26995,""
1,54277735,55031463,1kg_chr1_54277735_55031463.EAS.edgelist,1kg_chr1_54277735_55031463.snplist,EAS,6053,2495,23986,""
1,54277735,55031463,1kg_chr1_54277735_55031463.AMR.edgelist,1kg_chr1_54277735_55031463.snplist,AMR,6053,2667,27846,""
1,54277735,55031463,1kg_chr1_54277735_55031463.EUR.edgelist,1kg_chr1_54277735_55031463.snplist,EUR,6053,2496,24390,""
1,54277735,55031463,1kg_chr1_54277735_55031463.AFR.edgelist,1kg_chr1_54277735_55031463.snplist,AFR,6053,4063,40637,""
1,55031463,56335544,1kg_chr1_55031463_56335544.AFR.edgelist,1kg_chr1_55031463_56335544.snplist,AFR,9354,5977,68143,""
1,55031463,56335544,1kg_chr1_55031463_56335544.EUR.edgelist,1kg_chr1_55031463_56335544.snplist,EUR,9354,3541,38188,""
1,55031463,56335544,1kg_chr1_55031463_56335544.SAS.edgelist,1kg_chr1_55031463_56335544.snplist,SAS,9354,3881,42618,""
1,55031463,56335544,1kg_chr1_55031463_56335544.AMR.edgelist,1kg_chr1_55031463_56335544.snplist,AMR,9354,4018,45641,""
1,55031463,56335544,1kg_chr1_55031463_56335544.EAS.edgelist,1kg_chr1_55031463_56335544.snplist,EAS,9354,3347,34804,""
1,56335544,58023771,1kg_chr1_56335544_58023771.AFR.edgelist,1kg_chr1_56335544_58023771.snplist,AFR,11830,7632,79734,""
1,56335544,58023771,1kg_chr1_56335544_58023771.EUR.edgelist,1kg_chr1_56335544_58023771.snplist,EUR,11830,4680,44740,""
1,56335544,58023771,1kg_chr1_56335544_58023771.AMR.edgelist,1kg_chr1_56335544_58023771.snplist,AMR,11830,5336,54492,""
1,56335544,58023771,1kg_chr1_56335544_58023771.SAS.edgelist,1kg_chr1_56335544_58023771.snplist,SAS,11830,5110,48956,""
1,56335544,58023771,1kg_chr1_56335544_58023771.EAS.edgelist,1kg_chr1_56335544_58023771.snplist,EAS,11830,4309,37802,""
1,58023771,59022907,1kg_chr1_58023771_59022907.EUR.edgelist,1kg_chr1_58023771_59022907.snplist,EUR,7217,2618,24456,""
1,58023771,59022907,1kg_chr1_58023771_59022907.AMR.edgelist,1kg_chr1_58023771_59022907.snplist,AMR,7217,3003,29750,""
1,58023771,59022907,1kg_chr1_58023771_59022907.EAS.edgelist,1kg_chr1_58023771_59022907.snplist,EAS,7217,2417,21781,""
1,58023771,59022907,1kg_chr1_58023771_59022907.AFR.edgelist,1kg_chr1_58023771_59022907.snplist,AFR,7217,4627,46936,""
1,58023771,59022907,1kg_chr1_58023771_59022907.SAS.edgelist,1kg_chr1_58023771_59022907.snplist,SAS,7217,2769,25786,""
1,59022907,61899545,1kg_chr1_59022907_61899545.EAS.edgelist,1kg_chr1_59022907_61899545.snplist,EAS,18437,6185,53379,""
1,59022907,61899545,1kg_chr1_59022907_61899545.EUR.edgelist,1kg_chr1_59022907_61899545.snplist,EUR,18437,6544,59748,""
1,59022907,61899545,1kg_chr1_59022907_61899545.AFR.edgelist,1kg_chr1_59022907_61899545.snplist,AFR,18437,11703,119402,""
1,59022907,61899545,1kg_chr1_59022907_61899545.AMR.edgelist,1kg_chr1_59022907_61899545.snplist,AMR,18437,7698,74342,""
1,59022907,61899545,1kg_chr1_59022907_61899545.SAS.edgelist,1kg_chr1_59022907_61899545.snplist,SAS,18437,6766,60620,""
1,61899545,63330290,1kg_chr1_61899545_63330290.EAS.edgelist,1kg_chr1_61899545_63330290.snplist,EAS,9816,3152,28384,""
1,61899545,63330290,1kg_chr1_61899545_63330290.EUR.edgelist,1kg_chr1_61899545_63330290.snplist,EUR,9816,3820,38649,""
1,61899545,63330290,1kg_chr1_61899545_63330290.SAS.edgelist,1kg_chr1_61899545_63330290.snplist,SAS,9816,3994,40016,""
1,61899545,63330290,1kg_chr1_61899545_63330290.AMR.edgelist,1kg_chr1_61899545_63330290.snplist,AMR,9816,4475,47905,""
1,61899545,63330290,1kg_chr1_61899545_63330290.AFR.edgelist,1kg_chr1_61899545_63330290.snplist,AFR,9816,6636,76105,""
1,63330290,66474395,1kg_chr1_63330290_66474395.SAS.edgelist,1kg_chr1_63330290_66474395.snplist,SAS,19168,7637,72703,""
1,63330290,66474395,1kg_chr1_63330290_66474395.AFR.edgelist,1kg_chr1_63330290_66474395.snplist,AFR,19168,12754,91293,""
1,63330290,66474395,1kg_chr1_63330290_66474395.EUR.edgelist,1kg_chr1_63330290_66474395.snplist,EUR,19168,7494,72315,""
1,63330290,66474395,1kg_chr1_63330290_66474395.AMR.edgelist,1kg_chr1_63330290_66474395.snplist,AMR,19168,8443,88864,""
1,63330290,66474395,1kg_chr1_63330290_66474395.EAS.edgelist,1kg_chr1_63330290_66474395.snplist,EAS,19168,6653,59723,""
1,66474395,68199491,1kg_chr1_66474395_68199491.EUR.edgelist,1kg_chr1_66474395_68199491.snplist,EUR,11373,4564,45901,""
1,66474395,68199491,1kg_chr1_66474395_68199491.AFR.edgelist,1kg_chr1_66474395_68199491.snplist,AFR,11373,7526,81038,""
1,66474395,68199491,1kg_chr1_66474395_68199491.AMR.edgelist,1kg_chr1_66474395_68199491.snplist,AMR,11373,5031,52842,""
1,66474395,68199491,1kg_chr1_66474395_68199491.EAS.edgelist,1kg_chr1_66474395_68199491.snplist,EAS,11373,3863,34465,""
1,66474395,68199491,1kg_chr1_66474395_68199491.SAS.edgelist,1kg_chr1_66474395_68199491.snplist,SAS,11373,4450,42723,""
1,68199491,70524064,1kg_chr1_68199491_70524064.AFR.edgelist,1kg_chr1_68199491_70524064.snplist,AFR,14072,8591,90215,""
1,68199491,70524064,1kg_chr1_68199491_70524064.EAS.edgelist,1kg_chr1_68199491_70524064.snplist,EAS,14072,4506,40613,""
1,68199491,70524064,1kg_chr1_68199491_70524064.SAS.edgelist,1kg_chr1_68199491_70524064.snplist,SAS,14072,5244,49587,""
1,68199491,70524064,1kg_chr1_68199491_70524064.EUR.edgelist,1kg_chr1_68199491_70524064.snplist,EUR,14072,5128,49514,""
1,68199491,70524064,1kg_chr1_68199491_70524064.AMR.edgelist,1kg_chr1_68199491_70524064.snplist,AMR,14072,5587,55679,""
1,70524064,72618382,1kg_chr1_70524064_72618382.AMR.edgelist,1kg_chr1_70524064_72618382.snplist,AMR,12057,4536,48700,""
1,70524064,72618382,1kg_chr1_70524064_72618382.SAS.edgelist,1kg_chr1_70524064_72618382.snplist,SAS,12057,3938,38647,""
1,70524064,72618382,1kg_chr1_70524064_72618382.AFR.edgelist,1kg_chr1_70524064_72618382.snplist,AFR,12057,7198,79812,""
1,70524064,72618382,1kg_chr1_70524064_72618382.EUR.edgelist,1kg_chr1_70524064_72618382.snplist,EUR,12057,3877,39571,""
1,70524064,72618382,1kg_chr1_70524064_72618382.EAS.edgelist,1kg_chr1_70524064_72618382.snplist,EAS,12057,3419,30582,""
1,72618382,76011453,1kg_chr1_72618382_76011453.AFR.edgelist,1kg_chr1_72618382_76011453.snplist,AFR,21184,12417,96098,""
1,72618382,76011453,1kg_chr1_72618382_76011453.AMR.edgelist,1kg_chr1_72618382_76011453.snplist,AMR,21184,8182,88671,""
1,72618382,76011453,1kg_chr1_72618382_76011453.EUR.edgelist,1kg_chr1_72618382_76011453.snplist,EUR,21184,7227,73072,""
1,72618382,76011453,1kg_chr1_72618382_76011453.SAS.edgelist,1kg_chr1_72618382_76011453.snplist,SAS,21184,7205,69409,""
1,72618382,76011453,1kg_chr1_72618382_76011453.EAS.edgelist,1kg_chr1_72618382_76011453.snplist,EAS,21184,6018,54447,""
1,76011453,79194804,1kg_chr1_76011453_79194804.EUR.edgelist,1kg_chr1_76011453_79194804.snplist,EUR,20271,8034,79757,""
1,76011453,79194804,1kg_chr1_76011453_79194804.EAS.edgelist,1kg_chr1_76011453_79194804.snplist,EAS,20271,6463,57944,""
1,76011453,79194804,1kg_chr1_76011453_79194804.AFR.edgelist,1kg_chr1_76011453_79194804.snplist,AFR,20271,12738,90920,""
1,76011453,79194804,1kg_chr1_76011453_79194804.AMR.edgelist,1kg_chr1_76011453_79194804.snplist,AMR,20271,8599,88755,""
1,76011453,79194804,1kg_chr1_76011453_79194804.SAS.edgelist,1kg_chr1_76011453_79194804.snplist,SAS,20271,8276,80728,""
1,79194804,81525772,1kg_chr1_79194804_81525772.EUR.edgelist,1kg_chr1_79194804_81525772.snplist,EUR,18573,7080,74632,""
1,79194804,81525772,1kg_chr1_79194804_81525772.SAS.edgelist,1kg_chr1_79194804_81525772.snplist,SAS,18573,7917,81800,""
1,79194804,81525772,1kg_chr1_79194804_81525772.AMR.edgelist,1kg_chr1_79194804_81525772.snplist,AMR,18573,7775,85767,""
1,79194804,81525772,1kg_chr1_79194804_81525772.AFR.edgelist,1kg_chr1_79194804_81525772.snplist,AFR,18573,11688,88788,""
1,79194804,81525772,1kg_chr1_79194804_81525772.EAS.edgelist,1kg_chr1_79194804_81525772.snplist,EAS,18573,6986,70680,""
1,81525772,83003483,1kg_chr1_81525772_83003483.AMR.edgelist,1kg_chr1_81525772_83003483.snplist,AMR,10312,4172,39992,""
1,81525772,83003483,1kg_chr1_81525772_83003483.EAS.edgelist,1kg_chr1_81525772_83003483.snplist,EAS,10312,3469,30734,""
1,81525772,83003483,1kg_chr1_81525772_83003483.AFR.edgelist,1kg_chr1_81525772_83003483.snplist,AFR,10312,6035,61767,""
1,81525772,83003483,1kg_chr1_81525772_83003483.EUR.edgelist,1kg_chr1_81525772_83003483.snplist,EUR,10312,3693,33723,""
1,81525772,83003483,1kg_chr1_81525772_83003483.SAS.edgelist,1kg_chr1_81525772_83003483.snplist,SAS,10312,3940,35923,""
1,83003483,84743078,1kg_chr1_83003483_84743078.EAS.edgelist,1kg_chr1_83003483_84743078.snplist,EAS,10247,3333,30974,""
1,83003483,84743078,1kg_chr1_83003483_84743078.AFR.edgelist,1kg_chr1_83003483_84743078.snplist,AFR,10247,6466,70095,""
1,83003483,84743078,1kg_chr1_83003483_84743078.EUR.edgelist,1kg_chr1_83003483_84743078.snplist,EUR,10247,4144,42427,""
1,83003483,84743078,1kg_chr1_83003483_84743078.AMR.edgelist,1kg_chr1_83003483_84743078.snplist,AMR,10247,4634,50257,""
1,83003483,84743078,1kg_chr1_83003483_84743078.SAS.edgelist,1kg_chr1_83003483_84743078.snplist,SAS,10247,4211,41494,""
1,84743078,87190280,1kg_chr1_84743078_87190280.EAS.edgelist,1kg_chr1_84743078_87190280.snplist,EAS,15924,5596,56793,""
1,84743078,87190280,1kg_chr1_84743078_87190280.AFR.edgelist,1kg_chr1_84743078_87190280.snplist,AFR,15924,9850,114095,""
1,84743078,87190280,1kg_chr1_84743078_87190280.EUR.edgelist,1kg_chr1_84743078_87190280.snplist,EUR,15924,6649,73596,""
1,84743078,87190280,1kg_chr1_84743078_87190280.SAS.edgelist,1kg_chr1_84743078_87190280.snplist,SAS,15924,6946,74235,""
